date_time,storage,inflow,withdr,outflow,withdr_req,rel_req,available
2019-01-01,9725,40,40,100,40,0,9725
2019-01-02,9625,39.8,34,10.3,34,0,9630.8
2019-01-03,9620.5,38,65,10.3,65,0,9593.5
2019-01-04,9583.2,37,65,10.3,65,0,9555.2
2019-01-05,9544.9,35.9,65,10.3,65,0,9515.8
2019-01-06,9505.5,34,65,10.3,65,0,9474.5
2019-01-07,9464.2,34,65,10.3,65,0,9433.2
2019-01-08,9422.9,50,65,10.3,65,0,9407.9
2019-01-09,9397.6,45.8,65,10.3,65,0,9378.4
2019-01-10,9368.1,40.9,65,10.3,65,0,9344
2019-01-11,9333.7,37,65,10.3,65,0,9305.7
2019-01-12,9295.4,34,65,10.3,65,0,9264.4
2019-01-13,9254.1,34,65,10.3,65,0,9223.1
2019-01-14,9212.8,33,65,10.3,65,0,9180.8
2019-01-15,9170.5,47,65,10.3,65,0,9152.5
2019-01-16,9142.2,91,65,10.3,65,0,9168.2
2019-01-17,9157.9,65.7,65,10.3,65,0,9158.6
2019-01-18,9148.3,61,65,10.3,65,0,9144.3
2019-01-19,9134,55,65,10.3,65,0,9124
2019-01-20,9113.7,53,65,10.3,65,0,9101.7
2019-01-21,9091.4,51,65,10.3,65,0,9077.4
2019-01-22,9067.1,50,65,10.3,65,0,9052.1
2019-01-23,9041.8,229.1,65,10.3,65,0,9205.9
2019-01-24,9195.6,235,65,10.3,65,0,9365.6
2019-01-25,9355.3,136,65,10.3,65,0,9426.3
2019-01-26,9416,100,65,10.3,65,0,9451
2019-01-27,9440.7,91,65,10.3,65,0,9466.7
2019-01-28,9456.4,1178.2,65,844.6,65,0,10569.6
2019-01-29,9725,794,65,729,65,0,10454
2019-01-30,9725,295,65,230,65,0,9955
2019-01-31,9725,180.1,65,115.1,65,0,9840.1
2019-02-01,9725,140.2,65,75.2,65,0,9800.2
2019-02-02,9725,122.2,65,57.2,65,0,9782.2
2019-02-03,9725,112.3,65,47.3,65,0,9772.3
2019-02-04,9725,777.2,65,712.2,65,0,10437.2
2019-02-05,9725,1678.1,65,1613.1,65,0,11338.1
2019-02-06,9725,777.2,65,712.2,65,0,10437.2
2019-02-07,9725,255.1,65,190.1,65,0,9915.1
2019-02-08,9725,167.1,65,102.1,65,0,9827.1
2019-02-09,9725,141.2,65,76.2,65,0,9801.2
2019-02-10,9725,132,65,67,65,0,9792
2019-02-11,9725,125.5,65,60.5,65,0,9785.5
2019-02-12,9725,178,65,113,65,0,9838
2019-02-13,9725,140,65,75,65,0,9800
2019-02-14,9725,127.3,65,62.3,65,0,9787.3
2019-02-15,9725,122,65,57,65,0,9782
2019-02-16,9725,112.3,65,47.3,65,0,9772.3
2019-02-17,9725,141,65,76,65,0,9801
2019-02-18,9725,189.4,65,124.4,65,0,9849.4
2019-02-19,9725,195,65,130,65,0,9855
2019-02-20,9725,152,65,87,65,0,9812
2019-02-21,9725,142,65,77,65,0,9802
2019-02-22,9725,139,65,74,65,0,9799
2019-02-23,9725,168,65,103,65,0,9828
2019-02-24,9725,302.7,65,237.7,65,0,9962.7
2019-02-25,9725,239.4,65,174.4,65,0,9899.4
2019-02-26,9725,182.3,65,117.3,65,0,9842.3
2019-02-27,9725,154.4,65,89.4,65,0,9814.4
2019-02-28,9725,150.2,65,85.2,65,0,9810.2
2019-03-01,9725,144,65,79,65,0,9804
2019-03-02,9725,141.3,65,76.3,65,0,9801.3
2019-03-03,9725,156,65,91,65,0,9816
2019-03-04,9725,148.2,65,83.2,65,0,9808.2
2019-03-05,9725,144,65,79,65,0,9804
2019-03-06,9725,142,65,77,65,0,9802
2019-03-07,9725,137.6,65,72.6,65,0,9797.6
2019-03-08,9725,143,65,78,65,0,9803
2019-03-09,9725,372.8,65,307.8,65,0,10032.8
2019-03-10,9725,236.1,65,171.1,65,0,9896.1
2019-03-11,9725,173.2,65,108.2,65,0,9833.2
2019-03-12,9725,154.2,65,89.2,65,0,9814.2
2019-03-13,9725,147,65,82,65,0,9807
2019-03-14,9725,143.3,65,78.3,65,0,9803.3
2019-03-15,9725,137.3,65,72.3,65,0,9797.3
2019-03-16,9725,134,65,69,65,0,9794
2019-03-17,9725,131.4,65,66.4,65,0,9791.4
2019-03-18,9725,140.3,65,75.3,65,0,9800.3
2019-03-19,9725,278.6,65,213.6,65,0,9938.6
2019-03-20,9725,182.2,65,117.2,65,0,9842.2
2019-03-21,9725,654.2,65,589.2,65,0,10314.2
2019-03-22,9725,320.8,65,255.8,65,0,9980.8
2019-03-23,9725,224.2,65,159.2,65,0,9884.2
2019-03-24,9725,180,65,115,65,0,9840
2019-03-25,9725,170,65,105,65,0,9830
2019-03-26,9725,154,65,89,65,0,9814
2019-03-27,9725,149.4,65,84.4,65,0,9809.4
2019-03-28,9725,148,65,83,65,0,9808
2019-03-29,9725,140.4,65,75.4,65,0,9800.4
2019-03-30,9725,135,65,70,65,0,9795
2019-03-31,9725,126.5,65,61.5,65,0,9786.5
2019-04-01,9725,120,65,55,65,0,9780
2019-04-02,9725,141.4,65,76.4,65,0,9801.4
2019-04-03,9725,124,65,59,65,0,9784
2019-04-04,9725,128.5,65,63.5,65,0,9788.5
2019-04-05,9725,121.5,65,56.5,65,0,9781.5
2019-04-06,9725,112.5,65,47.5,65,0,9772.5
2019-04-07,9725,107,65,42,65,0,9767
2019-04-08,9725,102,65,37,65,0,9762
2019-04-09,9725,161.3,65,96.3,65,0,9821.3
2019-04-10,9725,212,65,147,65,0,9872
2019-04-11,9725,154,65,89,65,0,9814
2019-04-12,9725,133,65,68,65,0,9793
2019-04-13,9725,122,65,57,65,0,9782
2019-04-14,9725,114,65,49,65,0,9774
2019-04-15,9725,109,65,44,65,0,9769
2019-04-16,9725,104,65,39,65,0,9764
2019-04-17,9725,101,65,36,65,0,9761
2019-04-18,9725,100,65,35,65,0,9760
2019-04-19,9725,121.4,65,56.4,65,0,9781.4
2019-04-20,9725,179.3,65,114.3,65,0,9839.3
2019-04-21,9725,146.2,65,81.2,65,0,9806.2
2019-04-22,9725,138,65,73,65,0,9798
2019-04-23,9725,128.6,65,63.6,65,0,9788.6
2019-04-24,9725,120,65,55,65,0,9780
2019-04-25,9725,113.4,65,48.4,65,0,9773.4
2019-04-26,9725,108,65,43,65,0,9768
2019-04-27,9725,112,65,47,65,0,9772
2019-04-28,9725,104.4,65,39.4,65,0,9764.4
2019-04-29,9725,98,65,33,65,0,9758
2019-04-30,9725,93,65,28,65,0,9753
2019-05-01,9725,92,65,27,65,0,9752
2019-05-02,9725,105,65,40,65,0,9765
2019-05-03,9725,121,65,56,65,0,9781
2019-05-04,9725,125,65,60,65,0,9785
2019-05-05,9725,124,65,59,65,0,9784
2019-05-06,9725,165,65,100,65,0,9825
2019-05-07,9725,135.5,65,70.5,65,0,9795.5
2019-05-08,9725,196.2,65,131.2,65,0,9856.2
2019-05-09,9725,179,65,114,65,0,9839
2019-05-10,9725,153,65,88,65,0,9813
2019-05-11,9725,130,65,65,65,0,9790
2019-05-12,9725,167.1,65,102.1,65,0,9827.1
2019-05-13,9725,161,65,96,65,0,9821
2019-05-14,9725,140,65,75,65,0,9800
2019-05-15,9725,130,65,65,65,0,9790
2019-05-16,9725,121,65,56,65,0,9781
2019-05-17,9725,117,65,52,65,0,9777
2019-05-18,9725,110.3,65,45.3,65,0,9770.3
2019-05-19,9725,105,65,40,65,0,9765
2019-05-20,9725,99,65,34,65,0,9759
2019-05-21,9725,96,65,31,65,0,9756
2019-05-22,9725,90,65,25,65,0,9750
2019-05-23,9725,86,65,21,65,0,9746
2019-05-24,9725,82,65,17,65,0,9742
2019-05-25,9725,73,65,10.3,65,0,9733
2019-05-26,9722.7,67.6,65,10.3,65,0,9725.3
2019-05-27,9715,63,65,10.3,65,0,9713
2019-05-28,9702.7,60.7,65,10.3,65,0,9698.4
2019-05-29,9688.1,56.7,65,10.3,65,0,9679.8
2019-05-30,9669.5,54,65,10.3,65,0,9658.5
2019-05-31,9648.2,50,65,10.3,65,0,9633.2
2019-06-01,9622.9,59.7,65,10.3,65,0,9617.6
2019-06-02,9607.3,50.7,65,10.3,65,0,9593
2019-06-03,9582.7,49.7,65,10.3,65,0,9567.4
2019-06-04,9557.1,47,65,10.3,65,0,9539.1
2019-06-05,9528.8,44,65,10.3,65,0,9507.8
2019-06-06,9497.5,43,65,10.3,65,0,9475.5
2019-06-07,9465.2,41,65,10.3,65,0,9441.2
2019-06-08,9430.9,38,65,10.3,65,0,9403.9
2019-06-09,9393.6,36,65,10.3,65,0,9364.6
2019-06-10,9354.3,42,65,10.3,65,0,9331.3
2019-06-11,9321,36,65,10.3,65,0,9292
2019-06-12,9281.7,62,65,10.3,65,0,9278.7
2019-06-13,9268.4,97,65,10.3,65,0,9300.4
2019-06-14,9290.1,121.1,65,10.3,65,0,9346.2
2019-06-15,9335.9,98,65,10.3,65,0,9368.9
2019-06-16,9358.6,85.3,65,10.3,65,0,9378.9
2019-06-17,9368.6,80,65,10.3,65,0,9383.6
2019-06-18,9373.3,75.3,65,10.3,65,0,9383.6
2019-06-19,9373.3,75,65,10.3,65,0,9383.3
2019-06-20,9373,78.3,65,10.3,65,0,9386.3
2019-06-21,9376,75,65,10.3,65,0,9386
2019-06-22,9375.7,65.3,65,10.3,65,0,9376
2019-06-23,9365.7,72,65,10.3,65,0,9372.7
2019-06-24,9362.4,114.3,65,10.3,65,0,9411.7
2019-06-25,9401.4,83,65,10.3,65,0,9419.4
2019-06-26,9409.1,75,65,10.3,65,0,9419.1
2019-06-27,9408.8,67.3,65,10.3,65,0,9411.1
2019-06-28,9400.8,68.5,65,10.3,65,0,9404.3
2019-06-29,9394,63,65,10.3,65,0,9392
2019-06-30,9381.7,62,65,10.3,65,0,9378.7
2019-07-01,9368.4,58,65,10.3,65,0,9361.4
2019-07-02,9351.1,55,65,10.3,65,0,9341.1
2019-07-03,9330.8,52,65,10.3,65,0,9317.8
2019-07-04,9307.5,50,65,10.3,65,0,9292.5
2019-07-05,9282.2,47,65,10.3,65,0,9264.2
2019-07-06,9253.9,45,65,10.3,65,0,9233.9
2019-07-07,9223.6,42,65,10.3,65,0,9200.6
2019-07-08,9190.3,62,65,10.3,65,0,9187.3
2019-07-09,9177,52.3,65,10.3,65,0,9164.3
2019-07-10,9154,46,65,10.3,65,0,9135
2019-07-11,9124.7,43,65,10.3,65,0,9102.7
2019-07-12,9092.4,42,65,10.3,65,0,9069.4
2019-07-13,9059.1,39,65,10.3,65,0,9033.1
2019-07-14,9022.8,38,65,10.3,65,0,8995.8
2019-07-15,8985.5,36,65,10.3,65,0,8956.5
2019-07-16,8946.2,35,65,10.3,65,0,8916.2
2019-07-17,8905.9,33,65,10.3,65,0,8873.9
2019-07-18,8863.6,31,65,10.3,65,0,8829.6
2019-07-19,8819.3,30,65,10.3,65,0,8784.3
2019-07-20,8774,28.7,65,10.3,65,0,8737.7
2019-07-21,8727.4,26,65,10.3,65,0,8688.4
2019-07-22,8678.1,25,65,10.3,65,0,8638.1
2019-07-23,8627.8,24,65,10.3,65,0,8586.8
2019-07-24,8576.5,29,65,10.3,65,0,8540.5
2019-07-25,8530.2,23,65,10.3,65,0,8488.2
2019-07-26,8477.9,21,65,10.3,65,0,8433.9
2019-07-27,8423.6,20,65,10.3,65,0,8378.6
2019-07-28,8368.3,19,65,10.3,65,0,8322.3
2019-07-29,8312,18,65,10.3,65,0,8265
2019-07-30,8254.7,18,65,10.3,65,0,8207.7
2019-07-31,8197.4,41,65,10.3,65,0,8173.4
2019-08-01,8163.1,28,65,10.3,65,0,8126.1
2019-08-02,8115.8,23,65,10.3,65,0,8073.8
2019-08-03,8063.5,20,65,10.3,65,0,8018.5
2019-08-04,8008.2,19,65,10.3,65,0,7962.2
2019-08-05,7951.9,18,65,10.3,65,0,7904.9
2019-08-06,7894.6,17,65,10.3,65,0,7846.6
2019-08-07,7836.3,17,65,10.3,65,0,7788.3
2019-08-08,7778,16,65,10.3,65,0,7729
2019-08-09,7718.7,15,65,10.3,65,0,7668.7
2019-08-10,7658.4,17,65,10.3,65,0,7610.4
2019-08-11,7600.1,21,65,10.3,65,0,7556.1
2019-08-12,7545.8,17,65,10.3,65,0,7497.8
2019-08-13,7487.5,15,65,10.3,65,0,7437.5
2019-08-14,7427.2,14,65,10.3,65,0,7376.2
2019-08-15,7365.9,14,65,10.3,65,0,7314.9
2019-08-16,7304.6,14,65,10.3,65,0,7253.6
2019-08-17,7243.3,14,65,10.3,65,0,7192.3
2019-08-18,7182,14,65,10.3,65,0,7131
2019-08-19,7120.7,12,65,10.3,65,0,7067.7
2019-08-20,7057.4,12,65,10.3,65,0,7004.4
2019-08-21,6994.1,10,65,10.3,65,0,6939.1
2019-08-22,6928.8,10,65,10.3,65,0,6873.8
2019-08-23,6863.5,9,65,10.3,65,0,6807.5
2019-08-24,6797.2,9,65,10.3,65,0,6741.2
2019-08-25,6730.9,7.9,65,10.3,65,0,6673.8
2019-08-26,6663.5,8,65,10.3,65,0,6606.5
2019-08-27,6596.2,26.5,65,10.3,65,0,6557.7
2019-08-28,6547.4,14,65,10.3,65,0,6496.4
2019-08-29,6486.1,9,65,10.3,65,0,6430.1
2019-08-30,6419.8,8,65,10.3,65,0,6362.8
2019-08-31,6352.5,7,65,10.3,65,0,6294.5
2019-09-01,6284.2,6,65,10.3,65,0,6225.2
2019-09-02,6214.9,8,65,10.3,65,0,6157.9
2019-09-03,6147.6,8,65,10.3,65,0,6090.6
2019-09-04,6080.3,7,65,10.3,65,0,6022.3
2019-09-05,6012,6,65,10.3,65,0,5953
2019-09-06,5942.7,4,65,10.3,65,0,5881.7
2019-09-07,5871.4,4,65,10.3,65,0,5810.4
2019-09-08,5800.1,14,65,10.3,65,0,5749.1
2019-09-09,5738.8,10,65,10.3,65,0,5683.8
2019-09-10,5673.5,6,65,10.3,65,0,5614.5
2019-09-11,5604.2,5,65,10.3,65,0,5544.2
2019-09-12,5533.9,3,65,10.3,65,0,5471.9
2019-09-13,5461.6,3,40,10.3,40,0,5424.6
2019-09-14,5414.3,3,40,10.3,40,0,5377.3
2019-09-15,5367,3,40,10.3,40,0,5330
2019-09-16,5319.7,2.9,40,10.3,40,0,5282.6
2019-09-17,5272.3,3.7,40,10.3,40,0,5236
2019-09-18,5225.7,12.8,40,10.3,40,0,5198.5
2019-09-19,5188.2,4,40,10.3,40,0,5152.2
2019-09-20,5141.9,3.3,40,10.3,40,0,5105.2
2019-09-21,5094.9,3.5,40,10.3,40,0,5058.4
2019-09-22,5048.1,17.7,40,10.3,40,0,5025.8
2019-09-23,5015.5,10,40,10.3,40,0,4985.5
2019-09-24,4975.2,7,40,10.3,40,0,4942.2
2019-09-25,4931.9,5,40,10.3,40,0,4896.9
2019-09-26,4886.6,5,40,10.3,40,0,4851.6
2019-09-27,4841.3,4,40,10.3,40,0,4805.3
2019-09-28,4795,4,40,10.3,40,0,4759
2019-09-29,4748.7,4,40,10.3,40,0,4712.7
2019-09-30,4702.4,5,40,10.3,40,0,4667.4
2019-10-01,4657.1,4,40,10.3,40,0,4621.1
2019-10-02,4610.8,4,40,10.3,40,0,4574.8
2019-10-03,4564.5,5,40,10.3,40,0,4529.5
2019-10-04,4519.2,5,40,10.3,40,0,4484.2
2019-10-05,4473.9,6,40,10.3,40,0,4439.9
2019-10-06,4429.6,6,40,10.3,40,0,4395.6
2019-10-07,4385.3,6,40,10.3,40,0,4351.3
2019-10-08,4341,27,40,10.3,40,0,4328
2019-10-09,4317.7,21,40,10.3,40,0,4298.7
2019-10-10,4288.4,13,40,10.3,40,0,4261.4
2019-10-11,4251.1,11,40,10.3,40,0,4222.1
2019-10-12,4211.8,10,40,10.3,40,0,4181.8
2019-10-13,4171.5,8,40,10.3,40,0,4139.5
2019-10-14,4129.2,8,40,10.3,40,0,4097.2
2019-10-15,4086.9,8,40,10.3,40,0,4054.9
2019-10-16,4044.6,8,40,10.3,40,0,4012.6
2019-10-17,4002.3,8,40,10.3,40,0,3970.3
2019-10-18,3960,8,40,10.3,40,0,3928
2019-10-19,3917.7,8,35.812325,10.3,35.812325,0,3889.887675
2019-10-20,3879.587675,10,34,10.3,34,0,3855.587675
2019-10-21,3845.287675,10,34,10.3,34,0,3821.287675
2019-10-22,3810.987675,10,34,10.3,34,0,3786.987675
2019-10-23,3776.687675,5,34,10.3,34,0,3747.687675
2019-10-24,3737.387675,5.1,34,10.3,34,0,3708.487675
2019-10-25,3698.187675,5.2,34,10.3,34,0,3669.387675
2019-10-26,3659.087675,5.7,34,10.3,34,0,3630.787675
2019-10-27,3620.487675,6.1,34,10.3,34,0,3592.587675
2019-10-28,3582.287675,6.1,34,10.3,34,0,3554.387675
2019-10-29,3544.087675,6.2,34,10.3,34,0,3516.287675
2019-10-30,3505.987675,6.4,34,10.3,34,0,3478.387675
2019-10-31,3468.087675,6.6,34,10.3,34,0,3440.687675
2019-11-01,3430.387675,6.7,40,10.3,40,0,3397.087675
2019-11-02,3386.787675,4.4,34,10.3,34,0,3357.187675
2019-11-03,3346.887675,4.4,34,10.3,34,0,3317.287675
2019-11-04,3306.987675,4.4,34,10.3,34,0,3277.387675
2019-11-05,3267.087675,4.6,34,10.3,34,0,3237.687675
2019-11-06,3227.387675,4.9,34,10.3,34,0,3198.287675
2019-11-07,3187.987675,5,34,10.3,34,0,3158.987675
2019-11-08,3148.687675,5.2,34,10.3,34,0,3119.887675
2019-11-09,3109.587675,5.4,34,10.3,34,0,3080.987675
2019-11-10,3070.687675,5.5,34,10.3,34,0,3042.187675
2019-11-11,3031.887675,19,34,10.3,34,0,3016.887675
2019-11-12,3006.587675,12.4,34,10.3,34,0,2984.987675
2019-11-13,2974.687675,9.7,34,10.3,34,0,2950.387675
2019-11-14,2940.087675,9.9,34,10.3,34,0,2915.987675
2019-11-15,2905.687675,10.1,34,10.3,34,0,2881.787675
2019-11-16,2871.487675,10.2,34,10.3,34,0,2847.687675
2019-11-17,2837.387675,10.1,34,10.3,34,0,2813.487675
2019-11-18,2803.187675,6.8,34,10.3,34,0,2775.987675
2019-11-19,2765.687675,6.7,34,10.3,34,0,2738.387675
2019-11-20,2728.087675,6.7,54.14822516,10.3,54.14822516,0,2680.63945
2019-11-21,2670.33945,6.6,34,10.3,34,0,2642.93945
